HeartRate,SkinConductance,EEG,Temperature,PupilDiameter,SmileIntensity,FrownIntensity,CortisolLevel,ActivityLevel,AmbientNoiseLevel,LightingLevel,EmotionalState,CognitiveState,EngagementLevel,Category
77,12.595807500150723,13.449047949941022,36.567535178152966,3.31487772591775,0.6793184339372877,0.1930455319011381,0.8489798555439616,122,53,794,engaged,distracted,3,High
88,4.126418893911234,9.780833922486924,36.31249332513817,2.5942072392727367,0.3496485064362221,0.3819501437262749,1.0067810478022352,80,43,616,partially engaged,distracted,3,Mid
88,2.848293305651238,6.5349082474663005,36.10964137386917,2.896176031353078,0.3664418347957517,0.2690969982531076,1.2265034068467295,82,33,619,partially engaged,focused,3,Mid
73,14.980712535922372,18.384443861722144,36.77874937983997,3.1934295916799567,0.8407229380599104,0.1875307571115956,0.6059332698661513,191,52,459,engaged,focused,1,High
115,0.3519226373219712,1.4089388796201212,37.10341946734097,2.485722372523218,0.0037222032712314,0.6878169015287973,1.758799412437719,29,39,596,disengaged,distracted,3,Low
117,1.0958926081412188,3.867586261356471,37.337230641722186,2.1472284463770586,0.1057482023079558,0.7520378479736753,1.5341031173713628,18,39,990,disengaged,focused,3,Mid
64,9.629076884047166,16.470700185389827,36.63220385702797,3.156013816023538,0.9347284703290246,0.0219012361040327,0.8870106528835113,151,51,942,engaged,focused,3,High
112,0.0087412895720244,2.600897009492604,37.1085767749176,2.3717493095582163,0.0086134852612194,0.7494664064544734,1.919046113353476,40,34,878,disengaged,distracted,3,Low
72,8.069545019266203,14.318289959652365,36.93654369760735,3.9800210947587447,0.6232459772166762,0.1896506570706603,0.8443634744408596,152,50,428,engaged,focused,3,High
118,1.9215125699829407,4.462277290737168,37.064295870612725,2.155394963550865,0.0486126383025023,0.6716297978150771,1.9013997157529627,48,33,428,disengaged,distracted,3,Mid
88,2.418910644883484,6.052917768142996,36.370838729824165,2.573767169529781,0.3445893409867042,0.2849105305746983,1.0360562153437316,75,58,561,partially engaged,focused,3,Mid
119,0.5986729143787306,1.0551153816942016,37.27914437321871,2.205156813821469,0.1840571889272835,0.7640188094594462,1.7416753316944416,15,48,586,disengaged,focused,3,Low
75,10.85448291484623,17.125650778783754,36.70804023858442,3.914067694470988,0.9120812694560132,0.0333426223233854,0.7881939251023493,168,59,876,engaged,distracted,1,High
84,4.887658341983975,6.156508434737974,36.18372981656524,2.753595944009066,0.346533834005453,0.2788090510377638,1.2687696022121662,89,56,698,partially engaged,distracted,3,Mid
79,5.323019129153485,11.3370268210967,36.81781402791785,3.662600502880285,0.8733257164187975,0.1440490801549963,0.8297599773349775,101,59,572,engaged,distracted,3,High
109,1.8247532274614364,0.0910701546598896,37.18328085993574,2.3644351465485816,0.0854312082299348,0.5074503222440043,1.5329904515581063,31,42,382,disengaged,focused,2,Mid
73,14.813877367848546,18.615281302980385,36.52254598595569,3.5734499862265205,0.5906223857742192,0.1988025072186437,0.5694615061854869,153,44,476,engaged,distracted,1,High
110,1.8741293093081128,4.236291558220935,37.12287738566389,2.286311975646252,0.1907147915811766,0.7207150541314813,1.844168174189947,34,44,343,disengaged,distracted,3,Mid
112,0.4657095028938318,2.140513854538767,37.44496440859425,2.009485573245376,0.0828637300504693,0.5800465300217179,1.5992948082468046,16,46,681,disengaged,focused,3,Low
80,4.654163818266864,8.457395911207897,36.3330916664253,2.6826597815824216,0.3118805947781541,0.3660146196411155,1.085451897588264,90,54,341,partially engaged,distracted,3,Mid
71,11.459034596607676,11.009159835544194,36.98585836953303,3.147100010503297,0.883172862642714,0.0069702723279172,0.8122708986699058,109,55,753,engaged,focused,3,High
98,3.851158979532166,8.991758577319883,36.43793702930022,2.755052470326783,0.3980590386968322,0.3243191541889396,1.3646037946149066,82,31,784,partially engaged,focused,2,Mid
78,9.644761457173384,18.174495144763007,36.86310139381955,3.488782417684718,0.9300249398481084,0.0240729523560459,0.9549705266961844,140,32,787,engaged,focused,3,High
66,11.751624290976668,15.605980707077787,36.677714265253975,3.568860797361177,0.6287326662659629,0.088055834168157,0.6403877036301215,199,34,786,engaged,distracted,1,High
74,7.2009938767555095,13.003111569225627,36.97316058883227,3.263151236734212,0.8365889345803151,0.0356257015726512,0.5466949887852438,122,36,508,engaged,focused,3,High
64,13.63306166977948,11.742015086764829,36.50960526653676,3.651995140663572,0.5267491040443425,0.1959880477144892,0.8048101418994404,135,44,746,engaged,focused,3,High
87,4.993601074740717,5.357255437435287,36.4911266423165,2.9750948084986995,0.4704277800519116,0.2908251151704084,1.4354511858169623,67,34,538,partially engaged,distracted,3,Mid
107,0.3704766062421083,4.076810017355898,37.30726456663203,2.049015639756763,0.179063911071445,0.6733871586365734,1.8281241390685572,2,45,569,disengaged,focused,2,Low
68,9.211202842915036,15.342817452283176,36.85165654073389,3.69504787569927,0.6787885504789064,0.0770516560212521,0.7811190964192136,127,31,365,engaged,distracted,3,High
95,2.938754811965658,6.988249291615064,36.350093360505966,2.9576633684660467,0.3175522948957772,0.3722956289269212,1.3965063624396827,77,32,770,partially engaged,focused,2,Mid
103,0.0929229544438192,0.0787030555835899,37.23850306317887,2.047769822748655,0.0388003628830426,0.754030159857999,1.7855141956252265,4,30,601,disengaged,distracted,2,Low
82,2.0204598350076584,8.139358904680527,36.405148013848176,2.795384029788241,0.3849427353353439,0.316783675708463,1.3098560283736735,98,41,965,partially engaged,distracted,3,Mid
62,11.230931273139058,11.879933196296845,36.604978360124505,3.669257883707367,0.9579770424859916,0.0318088494198483,0.981232766878213,152,55,400,engaged,focused,3,High
78,11.158361058516505,15.964204946239672,36.72113487155133,3.476091389884336,0.8114879378934454,0.1166993069928716,0.6871316908242058,106,44,521,engaged,focused,1,High
75,7.054063305998088,13.199029935057274,36.89393905085163,3.1045253810201,0.8751159993621485,0.071768488229159,0.7758455230542178,142,39,860,engaged,focused,3,High
115,1.8568996738885035,0.9238775898875834,37.42084504798088,2.267698550512045,0.1415718400547277,0.5652512200221339,1.855992322989608,27,49,524,disengaged,focused,3,Mid
80,2.244176174053875,7.331280271217475,36.38778241923374,2.5304363326457,0.4410670433622602,0.363942324550665,1.3304156492635262,74,30,756,partially engaged,distracted,3,Mid
100,0.4673800712760918,4.813260701137137,37.325796957056895,2.148485478675785,0.1859394997330891,0.7221782598428561,1.642303605913521,20,44,853,disengaged,focused,2,Low
103,0.761453939915548,3.775927549097679,37.00920077734009,2.067810479752298,0.0729948669405137,0.5326725600183778,1.8005639961481203,3,54,655,disengaged,focused,2,Low
63,12.613079987559823,12.162564792279523,36.74189595306486,3.4518130784109204,0.8624323076701889,0.0803017800949018,0.5164676489149229,140,34,936,engaged,distracted,3,High
74,13.811586669543454,11.814061440021904,36.86163797024538,3.936825473014788,0.5043963065176293,0.1441891347341652,0.7296667478055787,107,34,836,engaged,focused,3,High
86,4.953996483367105,6.444077031489339,36.39307149093463,2.6173199441565305,0.3871215955100345,0.3950761747934824,1.3830681480070763,84,33,332,partially engaged,focused,3,Mid
80,3.641986227029448,7.298079979359748,36.165702382363726,2.828777437916669,0.3459640841050089,0.2209868437028808,1.013618551292107,64,50,489,partially engaged,focused,3,Mid
64,13.566151283141211,14.089971854095127,36.51111072038019,3.636307272620316,0.8705972138914323,0.0588487152168549,0.7383319998097871,140,51,926,engaged,distracted,3,High
64,6.957098143360679,13.679109378160708,36.50830811336358,3.839522055722212,0.8899817624658348,0.0126508061748584,0.6824338046602056,186,40,949,engaged,focused,3,High
76,10.26208676724016,13.55242861010355,36.79806569406413,3.978156875636822,0.9987512517405984,0.1549429956022382,0.7021555490102196,189,41,961,engaged,distracted,3,High
80,4.956723889713039,8.538801529127019,36.22446572271676,2.506057635054801,0.4040966828781097,0.3967856403403236,1.261530454486526,82,35,580,partially engaged,focused,3,Mid
104,0.8429120927535609,1.1421649137648926,37.35161411661439,2.12618084087276,0.1822051474313231,0.6585503873355508,1.935239168655311,41,51,650,disengaged,distracted,2,Low
80,2.364836344871603,6.328476532807419,36.41800151940432,2.9518744653716955,0.4078016475120599,0.2063271234425865,1.463486785395884,70,30,518,partially engaged,focused,3,Mid
84,3.2893245033240985,7.3266961336602545,36.4434049328297,2.580542123458556,0.3207338270964473,0.2005457489026031,1.1570001878060634,72,46,346,partially engaged,focused,3,Mid
109,0.0224779653307538,1.1359770734385162,37.166355790966186,2.015783748204941,0.1215808248594295,0.6706401046651274,1.5485178892549625,23,45,439,disengaged,distracted,2,Low
95,4.833406858434622,5.013354966838317,36.39768915566518,2.676802638118243,0.3127302740669255,0.2591966427432416,1.160868258156481,64,52,588,partially engaged,focused,2,Mid
76,9.162615928493665,16.811289513243032,36.93800883482539,3.0514756840671367,0.6505098380135608,0.113797169592892,0.8091565406880917,183,49,913,engaged,focused,3,High
111,0.9300040260533856,1.47807180105423,37.38743013434833,2.4272102046906974,0.0840857912280902,0.7003425715716596,1.5294022669441525,3,59,688,disengaged,distracted,3,Low
95,2.8687337177900565,9.359508242582358,36.423533189082654,2.9501697417202686,0.377705754547404,0.3282681922979993,1.1390869599376618,94,50,790,partially engaged,distracted,2,Mid
71,11.04374136892273,19.04210313606793,36.56671027660772,3.918011560965442,0.6726926174358607,0.0853656815228641,0.6824892702343734,100,41,661,engaged,distracted,1,High
104,1.516366220540334,4.115564454261324,37.17064479167998,2.382313445513897,0.127535071495363,0.7873748260521178,1.7123925833492737,38,33,956,disengaged,distracted,2,Mid
85,4.328833264876993,5.128524300548305,36.24869917566805,2.7641683561560124,0.3081200203841199,0.262426244698111,1.477822090313898,52,36,896,partially engaged,distracted,3,Mid
82,2.101296731661396,7.579943499854286,36.29713415301504,2.678847181276504,0.4525152396187119,0.2271428154002011,1.4390917049403482,72,52,916,partially engaged,distracted,3,Mid
88,3.5183154467220006,7.307028169192584,36.11933955343719,2.7236625205558185,0.4900854299260275,0.2421575267908767,1.0895206192253812,65,56,655,partially engaged,distracted,3,Mid
96,4.7908994462999,7.869407953826288,36.12174123830291,2.720226157660631,0.3780800263571491,0.2093138939724874,1.2553209242645291,67,46,852,partially engaged,focused,2,Mid
99,3.64688872788769,9.22303241308688,36.47802234368902,2.971594145375138,0.3200858668615107,0.3889634143100014,1.397873603894755,68,39,781,partially engaged,distracted,2,Mid
93,2.538544106850797,9.875816899573842,36.10668507857765,2.5845266650837004,0.3724703237418936,0.382671239506978,1.2380967317782778,87,44,808,partially engaged,distracted,2,Mid
68,7.265286452269994,14.952030088510355,36.807738445130944,3.391498998613556,0.6730152547972659,0.0436118569546493,0.6375033831108857,128,45,572,engaged,focused,3,High
99,2.414466169857604,6.861895941955554,36.46225121492393,2.6895151308229903,0.312128415490335,0.2835988515760032,1.3344087969800829,79,35,699,partially engaged,distracted,2,Mid
60,11.88088923048694,16.306243738653325,36.58608648441449,3.162145003568245,0.7735915410339704,0.1318877122232207,0.9809552924301304,165,36,786,engaged,distracted,1,High
112,1.932621417784825,2.2729805347736005,37.3931091153213,2.4585257960201896,0.1366650865071769,0.5728197657349314,1.803927075553896,25,48,917,disengaged,focused,3,Mid
72,5.977464831396024,16.253925204303066,36.71100240292429,3.266096092409548,0.7203747001857883,0.1688280004130399,0.963539702521818,131,36,313,engaged,focused,3,High
91,2.771599791019619,7.568001893185596,36.37405980346762,2.7460686318280847,0.3604145801578339,0.3164068694449918,1.4733280154429222,91,48,650,partially engaged,distracted,2,Mid
106,0.6960778868430779,1.1769250347665394,37.22906918146207,2.3432170659512703,0.1483933410628586,0.7336620944767889,1.6873660067265608,30,58,752,disengaged,distracted,2,Low
119,1.6700253431505667,4.714385735767451,37.226299977468855,2.250032595943458,0.1922589042281833,0.637535318284749,1.7517742364881288,2,34,767,disengaged,distracted,3,Mid
94,3.1234336947637624,7.827213667575592,36.39860328585301,2.7190523948237884,0.4920116551529547,0.254358750524735,1.3722835976051582,56,54,805,partially engaged,distracted,2,Mid
105,1.6050040677308806,1.4810763082585277,37.04840602829757,2.2601277923067133,0.1057589223607497,0.7391503316676121,1.9841596031160509,31,33,837,disengaged,focused,2,Mid
75,11.812785303148,19.858013507485214,36.97129510713845,3.7124507647119778,0.7608947056222329,0.0323047844598522,0.6920882776022087,147,31,936,engaged,distracted,1,High
98,4.142368405483223,7.1457625227594885,36.363813645285504,2.57187062800986,0.3325172623526227,0.2325664291658925,1.445432478517888,77,33,660,partially engaged,distracted,2,Mid
106,1.1718744593750134,1.050588431161793,37.1420450301594,2.460223311947893,0.0854287850219956,0.6760956449020369,1.7299660983126943,16,44,850,disengaged,distracted,2,Mid
107,1.3723830009692042,3.591210131360602,37.1374425458037,2.3945054215274157,0.1709070400603359,0.7762025288718892,1.5806062069591849,8,41,793,disengaged,distracted,2,Mid
86,4.820657312947551,8.5966127690236,36.03116275119204,2.6893685736302197,0.3171545512174576,0.3722635192398348,1.3108313506018077,59,49,354,partially engaged,distracted,3,Mid
83,3.269262109561713,5.521820497721974,36.17524391130996,2.5809434116782937,0.365758751998684,0.3638524009444058,1.0803496632413518,70,45,402,partially engaged,distracted,3,Mid
69,7.506411181750833,19.355681707661,36.63069434040051,3.413528498983593,0.9389618061166636,0.1572352209848496,0.9287437786118676,157,49,623,engaged,distracted,3,High
99,3.676385346291807,6.92625359180961,36.22985548422418,2.5769781510618155,0.3631535118450341,0.3715294242844374,1.448779204943082,73,46,656,partially engaged,focused,2,Mid
92,4.138519064447901,8.044266251111011,36.49183750317391,2.595044396082101,0.3898089452492963,0.3836481004571107,1.457368529954262,51,55,599,partially engaged,distracted,2,Mid
116,1.624790483492094,4.185877918197439,37.00758649208592,2.4771194316591467,0.1556180447697481,0.73039024895237,1.540762365464293,35,58,762,disengaged,distracted,3,Mid
103,0.8841541468777956,1.3719354510285264,37.06596110421174,2.4724763759111688,0.0263281231756519,0.6052317753803389,1.6524339963037231,2,31,877,disengaged,focused,2,Low
69,14.193948412086783,15.088516452498816,36.64898727617332,3.159160197722226,0.9150716825262972,0.1942984112946427,0.674577700733926,156,31,593,engaged,distracted,1,High
64,12.753289809534255,14.554028035496644,36.81503657493048,3.716549068023292,0.9802961439280896,0.0330074661040166,0.9986912469126848,198,59,583,engaged,distracted,3,High
98,2.858206826895519,5.319143447953289,36.48195789529292,2.812131617688052,0.3346297122372588,0.223353271964067,1.1850613102387717,59,56,766,partially engaged,distracted,2,Mid
72,9.681960449310212,19.128738429764635,36.78402512720152,3.521231504586619,0.9032742175805292,0.0008049223193778,0.5986928345776168,112,56,917,engaged,distracted,3,High
71,9.850281949396384,11.637159813008772,36.96499140883079,3.328665131105445,0.894107840697252,0.1782826669195225,0.6732246888443332,164,56,320,engaged,distracted,3,High
108,0.7414271272914215,2.0367187608509365,37.2165791096736,2.4611615307393344,0.1385127983028665,0.5742938351136967,1.5924998487509896,12,40,378,disengaged,distracted,2,Low
69,7.301834913340015,16.58506447192396,36.55796675532876,3.3873584897079607,0.8125267864851833,0.0581719947885861,0.5326371923508291,136,57,323,engaged,distracted,3,High
65,12.624512959857546,10.564143066445173,36.711303939637055,3.4512101432575677,0.977010226167888,0.095136790756592,0.8749501313311011,115,33,304,engaged,focused,3,High
79,12.42376382872638,18.798567688426544,36.97207545461641,3.0586189706135807,0.8699543557944415,0.1453006918813925,0.9735548070727946,176,49,828,engaged,focused,1,High
74,13.18027323252778,10.138154764719626,36.94900987060674,3.413027111631528,0.6152487587832065,0.101682539905469,0.8298350213497891,154,43,569,engaged,focused,3,High
104,0.2961756760803204,3.178696787650936,37.445071321739945,2.455984289931613,0.1586479399681137,0.552842340162253,1.908715704606935,22,47,357,disengaged,distracted,2,Low
88,4.35580268302666,5.425162267509686,36.29138255672177,2.91057106344934,0.4723180705544998,0.2057263409467283,1.4695796162775596,50,50,432,partially engaged,distracted,3,Mid
92,2.3220358735037294,5.240059328045963,36.39245607722536,2.692335312398717,0.3214225030630247,0.3525335632775284,1.4245815350718103,96,57,497,partially engaged,distracted,2,Mid
92,2.0456674144744724,8.50401240650972,36.27506983741266,2.82539857086004,0.4626369340399191,0.2868455553985944,1.0622577344168105,62,58,406,partially engaged,distracted,2,Mid
112,1.2305882381770803,4.667057147758756,37.46579182815513,2.2860473033640867,0.0595222849442852,0.7991340902038218,1.840408544976768,23,58,884,disengaged,distracted,3,Mid
62,9.520127466939773,13.11950009185816,36.92795038157526,3.5677327799810192,0.9066274755609496,0.0975507419141957,0.8769787470060502,141,42,671,engaged,distracted,3,High
63,7.54926566020909,19.14915041084409,36.84377113027615,3.737218716436941,0.6626443071327107,0.140254596934999,0.8231410727047126,104,45,926,engaged,distracted,3,High
105,0.9776118154698838,3.657743412692831,37.190693831536784,2.173570298547388,0.1682719197918664,0.510590676354221,1.9873684736287536,48,44,436,disengaged,distracted,2,Low
84,2.6933459145443357,9.83147164859073,36.31116077298334,2.502819311750194,0.3831244419847102,0.2873635641261509,1.4045824879871984,88,40,490,partially engaged,distracted,3,Mid
60,6.952871510160096,16.36445027848757,36.7877988743834,3.5650515862904038,0.8075616448258085,0.1004475947376456,0.5084653751288291,158,35,926,engaged,distracted,3,High
114,0.84852372725715,4.555664053952283,37.25070327885472,2.134850382622842,0.0780094130327689,0.6309303324484241,1.8349979367646392,23,55,979,disengaged,distracted,3,Low
93,2.8499669460931925,7.95875503332077,36.17863946505202,2.879360433753388,0.3121195392924987,0.3835923961402713,1.0858062739744878,97,50,891,partially engaged,focused,2,Mid
108,1.834930451109608,4.476635899719556,37.454378408466646,2.3698049993016634,0.0213999942967198,0.63144127141087,1.565702685902732,49,43,629,disengaged,distracted,2,Mid
80,3.384478884474777,9.79820105882794,36.09251138849388,2.578997115323334,0.4426838121801343,0.2149103769740464,1.2414457279971385,90,36,808,partially engaged,distracted,3,Mid
60,5.401350504349427,19.19902125659897,36.74465098691844,3.8685891415610016,0.9284439771026785,0.1631503174914229,0.530701509647678,182,42,396,engaged,focused,3,High
98,3.374206587106418,7.200207338271012,36.08757031694307,2.9842053943455755,0.3426276950718086,0.2381873568701531,1.330364485074587,56,30,814,partially engaged,distracted,2,Mid
60,6.308610663246606,17.97621514684534,36.60429666000628,3.49167729290846,0.9282412249390763,0.0386849022085385,0.6209423239913938,164,55,437,engaged,distracted,3,High
102,0.2930516395627374,1.0171375107706877,37.143100198532494,2.4074916822392702,0.1831527728362235,0.6218841827686851,1.5641044759941554,36,48,976,disengaged,focused,2,Low
99,2.2339232705654344,7.632632665875877,36.39559488278165,2.540597295410162,0.477947795246084,0.3156613298895458,1.4753122346351584,78,48,580,partially engaged,focused,2,Mid
63,6.07527043784258,14.330181183193204,36.60725993640587,3.429541175395209,0.995524086399475,0.1148244187548043,0.8468001114233719,112,47,593,engaged,distracted,3,High
82,3.4282839342596247,6.589154732089558,36.18013715006193,2.6672403040620285,0.364893098254778,0.3389250008764188,1.2938545149759322,98,37,605,partially engaged,distracted,3,Mid
79,9.277255153543193,15.660864010680784,36.85130048339488,3.613677376676896,0.6555258845478005,0.1595413146974753,0.5550768197898135,105,36,820,engaged,distracted,3,High
64,11.157623676730182,12.179934810843696,36.88609982760467,3.2275363312658327,0.9451960674834164,0.1723109809340462,0.6811967260069056,186,33,406,engaged,distracted,3,High
70,14.379885277220565,16.533152247691465,36.98523832322089,3.580117033042031,0.910596379181807,0.1626210758789053,0.668664388416796,104,37,544,engaged,distracted,1,High
74,8.055511142232135,10.453034240611686,36.79302440420621,3.2228663098924404,0.9800877193591666,0.1373921909973689,0.987061943173053,150,54,927,engaged,focused,3,High
109,0.8613353790656804,3.388682997903916,37.09362347446936,2.340176096075946,0.0788187297144134,0.7386725821677896,1.5184179085516516,33,56,740,disengaged,distracted,2,Low
93,4.388905689269844,9.522955079265842,36.33752595914599,2.6450768174799872,0.4739547599167044,0.349515623895195,1.2122188020004467,88,34,788,partially engaged,focused,2,Mid
90,4.857054511877166,6.626639133820707,36.21084685685909,2.554768302488686,0.3495088574036092,0.3764842416973901,1.1804249631396797,74,38,994,partially engaged,focused,2,Mid
108,0.3656000604912619,1.524065673072177,37.22416817072909,2.1824205306191367,0.1965810465719379,0.7504822409641138,1.739843377310243,47,37,457,disengaged,focused,2,Low
94,3.760667952276514,5.972980464117728,36.35739930386655,2.8125607418762986,0.4596307030354062,0.2136994149525358,1.1050527247525108,81,46,652,partially engaged,distracted,2,Mid
64,10.620819014360729,15.934314070505543,36.921744877797,3.4177381764437627,0.7661923565372238,0.1982608118822222,0.7659225416795896,187,33,552,engaged,distracted,1,High
90,3.9048404888088935,7.404012539186266,36.3603577258286,2.969193260566696,0.3619318616746546,0.3637750340877883,1.3274244663879902,78,57,682,partially engaged,distracted,2,Mid
111,0.7809568810522134,1.7535835874608292,37.21579770529883,2.371538067391338,0.1002881494283105,0.7442179023345027,1.872609238598078,1,34,744,disengaged,focused,3,Low
79,7.808869366096629,14.628028781590835,36.97341944108757,3.726940943938656,0.5059384953707664,0.0233013563645482,0.9619056349789276,120,57,881,engaged,focused,3,High
99,3.850934842601776,6.448230051903625,36.39641537605021,2.80165872344472,0.438965141091183,0.2749819676017996,1.2152190032557404,52,31,634,partially engaged,focused,2,Mid
86,4.806665357597552,8.326640262901893,36.11732593465154,2.880105261096245,0.3650552418483405,0.2880963378596828,1.137175081927685,91,32,630,partially engaged,focused,3,Mid
119,1.9585999948348105,2.4850148625515835,37.498038457898296,2.244892989030633,0.0439502528768134,0.652235719021057,1.5197977858995388,41,53,902,disengaged,distracted,3,Mid
77,12.258205206942849,16.0982671544246,36.789917116835184,3.996728214079463,0.6389987170099689,0.1559368730731156,0.7907023851068287,135,42,508,engaged,focused,1,High
72,14.985251129895929,15.883249944624463,36.602271978772464,3.5036870356947336,0.8555555670252872,0.1548720772363176,0.5002549945079717,100,57,622,engaged,focused,1,High
76,13.749118332547884,11.529054440502286,36.83322812478742,3.266062190324925,0.6782710716071361,0.1881118521513689,0.6202240627040397,179,59,490,engaged,distracted,3,High
82,3.776059001126397,5.918546927246959,36.11446314562209,2.6366669798680906,0.3076582772394041,0.2354470548280585,1.3252499922569705,57,52,895,partially engaged,focused,3,Mid
70,8.992753840155771,17.459648474782597,36.56704138597749,3.3140147102448347,0.5592704684878241,0.0909772898145662,0.7760021399426589,176,34,708,engaged,distracted,3,High
78,8.611054794490721,17.175467682883337,36.79981824093166,3.508277003943176,0.9914196559591284,0.1880018652374653,0.9777179228968308,190,51,499,engaged,focused,3,High
79,12.32349069647898,10.793024747533863,36.60458134171613,3.311887684214948,0.5582038432324097,0.0913798141828981,0.9921545954312678,102,57,462,engaged,focused,3,High
61,10.72529873623784,18.192862362841037,36.883261888302215,3.151171698282325,0.9573658673894024,0.1540180762809548,0.5026512554664231,163,32,978,engaged,distracted,1,High
65,10.799059382823495,17.657467600343093,36.6354370276605,3.6670682182517873,0.676963097522191,0.1147709665804462,0.6922828747158123,134,50,816,engaged,focused,1,High
66,14.014436858492466,14.54503600982602,36.59853176702216,3.159868655237118,0.736491883326067,0.1525344847953108,0.9986025719871506,138,39,362,engaged,distracted,3,High
95,3.2286699241869545,8.97467818395397,36.02233151692872,2.705361784981214,0.3636552630686971,0.2282371969159436,1.189402057659786,58,40,625,partially engaged,distracted,2,Mid
87,3.778435387817927,7.935555635290166,36.2647659419721,2.558494117841194,0.3436911854870652,0.3600134152501978,1.251182744461355,60,51,931,partially engaged,distracted,3,Mid
114,0.1286483890580989,4.715870255792866,37.107688460852536,2.256203071730075,0.0127176084931573,0.7684797135997464,1.9899701272824024,43,58,994,disengaged,focused,3,Low
69,5.158744217938478,17.869654919674566,36.65573216634071,3.588837469341831,0.5196092506400073,0.1430920533349495,0.7647019816783635,142,56,642,engaged,focused,3,High
83,4.2161933163872085,5.137841204179228,36.27737315191596,2.5847441374600284,0.3001983728939254,0.3738400176129614,1.3357638939070338,66,35,685,partially engaged,distracted,3,Mid
96,3.834941998212796,7.366783435216017,36.20962904921281,2.9435348814578672,0.3490296039794902,0.2796620114026766,1.1645577064474135,84,52,427,partially engaged,focused,2,Mid
119,1.699563397480461,3.9885196514988426,37.49339497278504,2.3485722752051927,0.1502107582427067,0.7948407619115057,1.503495392699587,31,52,999,disengaged,focused,3,Mid
72,13.838443041843428,18.419606812337943,36.97289563597085,3.5373791879137078,0.5034600477924134,0.0022108797394019,0.772319527808929,184,57,515,engaged,distracted,1,High
73,14.177258090912355,13.5917035116979,36.92811347088154,3.902864793791641,0.7497508849994774,0.0893876074730176,0.8805103021077234,172,50,805,engaged,focused,3,High
69,9.722639640037148,14.0783930667511,36.67668078577047,3.423016952438813,0.8368289270911791,0.0867439254440308,0.6621119442796101,160,30,382,engaged,distracted,3,High
117,1.4557552441423465,2.070309701066707,37.162397251431685,2.4231386862364594,0.181078646585801,0.6355647480952796,1.5045315490933222,27,56,713,disengaged,focused,3,Mid
70,12.773417890443543,14.517691173956855,36.92898354562078,3.574733651538862,0.8093690706088164,0.1868388883817107,0.582307947019719,166,45,887,engaged,focused,3,High
114,0.8980584911718741,0.817631043040602,37.04726438200025,2.2364600584308896,0.0929910047235461,0.6960374834616189,1.7355337388725705,28,46,374,disengaged,focused,3,Low
118,1.1281133466875763,0.0838885713277248,37.39474458841182,2.1477114921383027,0.090497414992154,0.6606890855914473,1.9960985765642167,24,30,610,disengaged,focused,3,Mid
108,1.4788257787959231,3.905153521669595,37.198717636193535,2.191976726441711,0.1315592530051498,0.5280223045280648,1.8678120751087544,40,50,672,disengaged,focused,2,Mid
68,14.7184209147679,18.683962094619005,36.81315116620337,3.8190574556693497,0.943790024294784,0.0518951299143636,0.9247057939746596,146,51,447,engaged,focused,1,High
61,6.836438498683974,13.457027048507264,36.90320372714612,3.1737556962298235,0.5548321107463992,0.1031878012931368,0.7793484819901324,122,52,694,engaged,distracted,3,High
94,2.788292113742762,5.931108047305576,36.15781906360033,2.5185542557691485,0.4303099565906957,0.3976974290067682,1.3170233837346244,63,51,582,partially engaged,distracted,2,Mid
116,1.6935158611746892,3.1093728049100022,37.31703817731062,2.1108320941364966,0.0831254477075186,0.6033248180767031,1.5057125937018756,35,52,827,disengaged,focused,3,Mid
117,1.3736607915030978,2.57406645090986,37.43396145429256,2.498417380980579,0.1558089740394864,0.6837501133573426,1.539477413465784,49,31,930,disengaged,distracted,3,Mid
107,1.4163002092325,1.2056850885500197,37.44334534665839,2.3189508645246595,0.1906526673441737,0.7941439547031641,1.501640894617859,14,51,813,disengaged,distracted,2,Mid
64,6.132690831589224,16.59291472788214,36.96280472417847,3.96924593421109,0.6179615436638063,0.1618506455301309,0.6767766384362202,183,44,952,engaged,distracted,3,High
91,2.221765149937291,7.035684969386386,36.16865891300484,2.8925905103616385,0.3820571421306318,0.3369176795306168,1.30121762779522,69,42,521,partially engaged,distracted,2,Mid
64,9.276995147387186,17.235782116411492,36.91473004699061,3.898885753862145,0.5340671318882418,0.0604157598546993,0.660115020484261,111,44,488,engaged,distracted,3,High
109,1.3315861903952315,0.3322081590895015,37.4379936658537,2.469534596050534,0.1235814848237297,0.7644172995910692,1.5657230083241065,31,44,579,disengaged,distracted,2,Mid
99,2.817060239400384,9.96350581145256,36.15823123716382,2.939413069327599,0.3794711908212114,0.249210968406186,1.1130816252301776,75,30,470,partially engaged,focused,2,Mid
97,2.5909791675168217,9.806623590581085,36.12237197029941,2.623721809490806,0.4887795780509392,0.3801797709990366,1.124455441589955,65,35,694,partially engaged,focused,2,Mid
78,13.20361348395825,17.715581578152864,36.64733356084574,3.0901389851226093,0.6032194422385739,0.154211314181293,0.9823739074712132,144,42,480,engaged,focused,1,High
71,9.047954058617382,15.386724999816227,36.92180491456872,3.0604119916944943,0.7983611446836811,0.1434071843173368,0.9889459289552296,108,34,755,engaged,focused,3,High
103,1.679982391299964,2.165888060023262,37.06644424460244,2.1915434565572585,0.1908950266188382,0.5216064861097317,1.70422258622401,9,58,508,disengaged,distracted,2,Mid
